Quality	#1 ID	#2 ID	#1 String	#2 String
0	5792	15496	I ain't agonna get lost in this current,	I don't like playing catandmouse.
0	5793	15497	No gentleman likes making love to a servant,	'Specially when he's in his father's house.
0	5794	15498	I never could guess your weight, baby,	Never needed to call you my whore,
0	5795	15499	I always thought you were straight, baby,	But you're drifting too far from shore, yeah,
1	5796	15500	Drifting too far from shore,	Drifting too far from shore,
0	5797	15501	Drifting too far from shore.	Well, these times and these tunnels are haunted,
0	5798	15502	The bottom of the barrel is too.	I've waited years sometimes for what I've wanted,
0	5799	15503	Everybody can't be as lucky as you.	Never no more do I wonder
0	5800	15504	Why you don't never play with me anymore:	At any moment you could go under
0	5801	15505	'Cause you're drifting too far from shore, yeah,	Drifting too far from shore,
1	5802	15506	Drifting too far from shore,	Drifting too far from shore.
0	5803	15507	You and me, we had completeness,	I gave you all of what I could provide.
1	5804	15508	We weren't on the wrong side, sweetness,	We were the wrong side.
0	5805	15509	I've already ripped out the phones, honey,	You can't walk the streets in a war.
0	5806	15510	I can finish this alone, honey,	You're drifting too far from shore.
0	5807	15511	As I travel down life's pathway,	Know not what the years may hold.
0	5808	15512	As I ponder, hopes grow fonder,	Precious memories flood my soul.
0	5809	15513	Precious memories, how they linger,	How they ever flood my soul!
0	5810	15514	In the stillness of the midnight	Precious, sacred scenes unfold.
1	5811	15515	Precious father, loving mother,	Glide across the lonely years
0	5812	15516	And old homes, scenes of my childhood	In fond memory appear.
0	5813	15517	Precious memories, how they linger,	How they ever flood my soul!
0	5814	15518	In the stillness of the midnight	Precious, sacred scenes unfold.
0	5815	15519	Precious memories, how they linger,	How they ever flood my soul!
0	5816	15520	In the stillness of the midnight	Precious, sacred scenes unfold.
0	5817	15521	Maybe someday you'll be satisfied,	When you've lost everything, you'll have nothing left to hide,
0	5818	15522	When you're through running over things like you're walking 'cross the tracks,	Maybe you'll beg me like a dog to take you back.
0	5819	15523	Maybe someday you'll find out everybody's somebody's fool,	Maybe, then, you'll realize what it would've taken to keep me cool.
0	5820	15524	Maybe someday, when you're by yourself, alone,	You'll know the love that I had for you was never my own.
0	5821	15525	Maybe someday you'll have nowhere to turn,	You'll look back and wonder 'bout the bridges you have burned,
0	5822	15526	You'll look back sometime when the lights grow dim	And you'll see you look much better with me than you do with him.
0	5823	15527	Through hostile cities and unfriendly towns,	Thirty pieces of silver, no money down.
0	5824	15528	Maybe someday you will understand	That something for nothing is everybody's plan.
0	5825	15529	Maybe someday you'll remember what you felt	When there was blood on the moon, in the cotton belt.
0	5826	15530	When both of us, baby, were going though some kind of a test,	Either one of us could do what we do best.
0	5827	15531	I should have known better, baby, I should have called your bluff,	I guess I was too off the handle, not sentimental enough.
0	5828	15532	Maybe someday you'll believe me when I say	That I wanted you, baby, in every kind of way.
0	5829	15533	Maybe someday you'll hear a voice from on high,	"Saying, ""For whose sake did you live? For whose sake did you die?"""
0	5830	15534	Forgive me, baby, for what I didn't do,	For not breaking down no bedroom door to get at you.
0	5831	15535	Always was a sucker for the right cross,	Never wanted to go home till the last cent was lost.
0	5832	15536	Maybe someday you will look back and see	That I made it so easy for you to follow me.
0	5833	15537	Maybe someday there'll be nothing to tell,	But I'm just as happy as you, baby, I just can't say it so well.
0	5834	15538	Never slumbered or slept or waited for lightning to strike,	There's no excuse for you to say that we don't think alike.
0	5835	15539	You said you were going to Frisco, stay a couple of months 	I always liked San Francisco, I was there for a party once.
0	5836	15540	Maybe someday you'll see that it's true,	There was no greater love than what I had for you.
0	5837	15541	Well, there was this movie I seen one time	About a man riding 'cross the desert and it starred Gregory Peck.
0	5838	15542	He was shot down by a hungry kid trying to make a name for himself.	The townspeople wanted to crush that kid down and string him up by the neck.
0	5839	15543	Well, the marshal, now, he beat that kid to a bloody pulp	As the dying gunfighter lay on the sun and gasped for his last breath.
0	5840	15544	"""Turn him loose, let him go, let him say he outdrew me fair and square."	"I want him to feel what it's like to every moment face his death."""
0	5841	15545	Well, I keep seeing this stuff and it just comes arolling in	And, you know, it blows right through me like a ball and chain.
0	5842	15546	You know, I can't believe we've lived so long and are still so far apart,	The memory of you keeps calling after me like a rolling train.
0	5843	15547	I can still see the day you came to me on the painted desert	In your busted down Ford and your platform heels.
0	5844	15548	I could never figure out why you chose that particular place to meet 	Ah, but you were right, it was perfect as I got in behind the wheel.
0	5845	15549	Well, we drove that car all night until we got into San Anton'	And we slept near the Alamo  your skin was so tender and soft.
0	5846	15550	Way down in Mexico you went out to find a doctor and you never came back.	I would have gone on after you, but I didn't feel like letting my head get blown off.
0	5847	15551	Well, we're driving this car and the sun is coming up over the Rockies 	Now, I know she ain't you, but she's here and she's got that dark rhythm in her soul,
0	5848	15552	But I'm too over the edge and I ain't in the mood anymore	To remember the times when I was your only man
0	5849	15553	And she don't wanna remind me, she knows this car would go out of control.	Brownsville girl with your Brownsville curls,
0	5850	15554	Teeth like pearls shining like the moon above,	Brownsville girl, show me all around the world,
0	5851	15555	Brownsville girl, you're my honey, love.	Well, we crossed the panhandle and then we headed towards Amarillo.
0	5852	15556	We pulled up where Henry Porter used to live 	He owned a wrecking lot outside of town about a mile.
0	5853	15557	Ruby was in the backyard hanging clothes, she had her red hair tied back,	She saw us come rolling up in a trail of dust.
0	5854	15558	"She says, ""Henry ain't here, but you can come on in, he'll be back in a little while."""	Then she told us how times were tough 
0	5855	15559	And about how she was thinking of bumming a ride back to from where she started,	But she changed the subject every time money came up.
0	5856	15560	"She said, ""Welcome to the land of the living dead"","	But you could tell she was so brokenhearted,
0	5857	15561	"She said, ""Even the swap meets around here are getting pretty corrupt."""	"""How far are you all going?"" Ruby asked us with a sigh."
0	5858	15562	"""We going all the way till the wheels fall off and burn,"	"Till the sun peels the paint and the seat covers fade and the water moccasin dies."""
0	5859	15563	"Ruby just smiled and said, ""Ah, you know some babies never learn."""	Something about that movie, though  but I just can't get it outta my head 
0	5860	15564	But I can't remember why I was in it or what part I was supposed to play.	All I remember about it wasis Gregory Peck and the way that people moved
0	5861	15565	And a lot of 'em, they seemed to be looking my way.	Brownsville girl with your Brownsville curls,
0	5862	15566	Teeth like pearls shining like the moon above,	Brownsville girl with your Brownsville curls,
0	5863	15567	Brownsville girl, you're my honey, love.	Well, they were looking for somebody with a pompadour,
0	5864	15568	I was crossing the street when shots rang out.	I didn't know whether to duck or to run, so I ran.
0	5865	15569	"""We got him cornered in the churchyard!"" I heard somebody shout."	Well, you saw my picture in the Corpus Christi Tribune,
0	5866	15570	"Underneath it it said, ""A man with no alibi""."	You went out on a limb to testify for me, you said I was with you.
0	5867	15571	Then, when I saw you break down in front of the judge and cry real tears,	It was the best acting I saw anybody do.
0	5868	15572	Now, I've always been the kind of person that doesn't like to trespass,	But sometimes you just find yourself over the line.
0	5869	15573	Oh, if there's an original thought out there, I could use it right now,	You know, I feel pretty good, but that ain't saying much.
0	5870	15574	I could feel a whole lot better	If you were just here by my side to show me how.
0	5871	15575	Well, I'm standing in line in the rain to see a movie starring Gregory Peck,	Yeah, but, you know, it's not the one that I had in mind.
0	5872	15576	He's got a new one out now, I don't even know what it's about,	But I'll see him in anything, so I'll stand in line.
0	5873	15577	Brownsville girl with your Brownsville curls,	Teeth like pearls shining like the moon above,
0	5874	15578	Brownsville girl, show me all around the world,	Brownsville girl, you're my honey, love.
0	5875	15579	You know, it's funny how things never turn out the way you had 'em planned.	The only thing we knew for sure about Henry Porter 
0	5876	15580	Is that his name wasn't Henry Porter.	And, you know, there was something about you, baby,
0	5877	15581	That I liked, that was always too good for this world.	Just like you always said, there was something about me you liked 
0	5878	15582	That I left in the French Quarter.	Strange how people who suffer together have stronger connections 
